step,reward,done
0,4.778645031587628,False
1,4.842002794728942,False
2,4.791150508710142,False
3,4.783452573647927,False
4,4.825119753991732,False
5,4.766564381469479,False
6,4.8210968638403005,False
7,4.830984750018489,False
8,4.7958471368275895,False
9,2.8553789296160437,False
10,2.8675137571008005,False
11,3.8306855812121317,False
12,4.390720695699664,False
13,4.4578685268207225,False
14,4.449815245244487,False
15,4.464685996296533,False
16,2.7199991465031412,False
17,4.190228951301376,False
18,4.374900850379392,False
19,2.4567761776962422,False
20,4.067336181274427,False
21,4.301628908488217,False
22,4.3199319473043705,False
23,4.291494472310932,False
24,4.366887982241474,False
25,2.435234727915721,False
26,3.8208911976313544,False
27,3.5425339676290006,False
28,2.681209156374095,False
29,3.6100504339162844,False
30,3.7611670556344077,False
31,4.3053015651928,False
32,4.6896735909305205,False
33,4.638187324914906,False
34,4.709322218526803,False
35,4.675165691547064,False
36,4.676323035555876,False
37,4.649929395297086,False
38,4.672277686109199,False
39,4.652204547608533,False
40,4.6764724710438275,False
41,4.649942455951771,False
42,4.648300091840584,False
43,4.696535868537079,False
44,4.679170962544064,False
45,4.6464998659995205,False
46,4.674412315626156,False
47,4.678233914938456,False
48,4.701426944911582,False
49,-0.3211278826812225,True
