step,reward,done
0,4.75518572790631,False
1,4.818549630167582,False
2,4.767678232676187,False
3,4.759992896200063,False
4,4.801585398510269,False
5,4.743098521442047,False
6,4.797698348400743,False
7,4.80741981856637,False
8,4.7723543707809215,False
9,2.3597654720818917,False
10,2.038459266633369,False
11,3.6297754048395645,False
12,4.410174857110429,False
13,4.50018241812839,False
14,4.475827925230926,False
15,4.492346681866527,False
16,2.1309587768429736,False
17,4.234932598245553,False
18,4.385541507348719,False
19,3.0101139527003764,False
20,4.10694836946646,False
21,4.276109231250662,False
22,4.291552431277346,False
23,4.256495837579248,False
24,4.332700694961782,False
25,4.26963670930521,False
26,4.101159523143014,False
27,3.063436541004574,False
28,3.213392083455291,False
29,3.6278630284392515,False
30,1.5293866719034828,False
31,3.0412204558371454,False
32,4.2023015365743985,False
33,4.211070113788623,False
34,4.284556942194826,False
35,4.250949357852229,False
36,4.253670883548757,False
37,-1.0645077735290611,True
0,4.838978871592328,False
1,4.744385623656631,False
2,4.725248975496298,False
3,4.725579465277518,False
4,4.734084455126748,False
5,4.72546337535686,False
6,4.7561389500282,False
7,4.725459376548967,False
8,0.01576678746629412,False
9,2.007036201707765,False
10,3.979673888273515,False
11,4.51335973675076,False
12,4.671138000824489,False
13,3.471859020864354,False
14,4.46570796338961,False
15,4.64667255494531,False
16,4.673581701130644,False
17,4.665238695017158,False
18,4.682111173788033,False
19,4.261659858982615,False
20,4.385855511820627,False
21,4.440074898864905,False
22,4.429749649956786,False
23,4.438402324474842,False
24,4.449609600616426,False
25,4.431072160001923,False
26,4.388695824196688,False
27,4.383852177386694,False
28,4.3718976947158446,False
29,4.347602390782063,False
30,4.320964532819991,False
31,4.315629418570086,False
32,4.309483796391358,False
33,4.297962991160109,False
34,-0.7231753795501987,True
0,4.798214361534858,False
1,4.71838226627513,False
2,4.731975702983837,False
3,4.7311274503817256,False
4,4.741809679746809,False
5,4.749017955920124,False
6,4.7417334444091965,False
7,4.734264748004711,False
8,-2.360323443973008,False
9,3.0224506696498787,False
10,3.2637730686573327,False
11,4.2752592445046975,False
12,4.7313465046078385,False
13,3.944604251108976,False
14,4.603631363050236,False
15,4.7437353948720045,False
16,4.742472895164238,False
17,4.7693958275872586,False
18,4.779123665237104,False
19,4.74525086443527,False
20,4.742215372356589,False
21,4.743525246266082,False
22,4.754151960318171,False
23,4.7547900832836545,False
24,-0.21255031593970966,True
0,4.79297302591641,False
1,4.7373379964038325,False
2,4.735382761001244,False
3,4.743864179889172,False
4,4.733951622600922,False
5,4.734237191483832,False
6,4.734226533496425,False
7,4.734257238393732,False
8,4.73435944508206,False
9,3.1496400388189567,False
10,4.421960815068462,False
11,3.4448409256980552,False
12,4.5258889862385105,False
13,-0.33145315435550826,True
0,4.781543935558345,False
1,4.732997112903929,False
2,4.733161746409487,False
3,4.733016293983639,False
4,4.732883348439065,False
5,4.7327417389456015,False
6,4.7327677606013445,False
7,4.733179270751747,False
8,4.733072339043506,False
9,4.732877201520378,False
10,3.8475808135302483,False
11,4.742277404235103,False
12,4.70314840810043,False
13,3.5988074283659417,False
14,-0.48917999214671476,True
0,4.765810782736253,False
1,4.730610686026408,False
2,4.7303837112050955,False
3,4.724083060402583,False
4,4.724325203746945,False
5,4.740094742403792,False
6,4.724261435909872,False
7,4.737852935918597,False
8,4.7404034898513085,False
9,2.513489927171823,False
10,4.423025284777581,False
11,4.070513034293075,False
12,4.675764970463813,False
13,4.661091843471897,False
14,-0.33777516239208977,True
0,4.735333799772951,False
1,4.727797061567043,False
2,4.739600817953474,False
3,4.738604525108074,False
4,4.723773337995199,False
5,4.741053406205963,False
6,3.73551108589432,False
7,4.176560714550943,False
8,4.660567774720296,False
9,4.721668251518156,False
10,4.591745374599863,False
11,2.2229603978136216,False
12,4.125892400816284,False
13,4.6030640543216075,False
14,-0.32715161863657893,True
0,4.776327816435676,False
1,4.728235295611627,False
2,4.728031399598494,False
3,4.728006913084606,False
4,4.727833864738878,False
5,4.728203978996373,False
6,4.72810883989029,False
7,4.728175489756624,False
8,4.72838134773181,False
9,2.874161447586978,False
10,2.8045149838651398,False
11,4.4678406730859335,False
12,4.669049728679183,False
13,4.68183863097803,False
14,-0.3382091543848181,True
0,4.79750875673512,False
1,4.732429550430165,False
2,4.73807583316106,False
3,4.726092937754851,False
4,4.737541192406198,False
5,4.73638571767889,False
6,4.736533568304828,False
7,4.742068315468015,False
8,4.725907886668369,False
9,4.725737663525783,False
10,4.73335080844255,False
11,4.6480328469425825,False
12,2.5383806822374466,False
13,4.395367526542478,False
14,-0.3322817182242807,True
0,4.766232095579779,False
1,4.714867986317354,False
2,4.714922930150039,False
3,4.7148849269027275,False
4,4.714746569433108,False
5,4.714735388172446,False
6,4.714758299368681,False
7,4.714778213826098,False
8,0.9628973379147805,False
9,2.3940702642729916,False
10,4.093690024242462,False
11,4.671779042099559,False
12,4.879287114363213,False
13,4.873970774459124,False
14,4.876132314538844,False
15,4.876716371084994,False
16,4.873731136283696,False
17,4.863610737747438,False
18,4.857716871806182,False
19,4.861752113960397,False
20,4.8742194744682985,False
21,4.743645496918909,False
22,3.7385041037068345,False
23,4.578705152499806,False
24,4.8927984302959375,False
25,5.021518342894,False
26,5.11972776433407,False
27,5.186099125406544,False
28,5.199945974481899,False
29,5.216473407917948,False
30,5.212283505990786,False
31,5.181381874572577,False
32,5.1969688343906935,False
33,5.236911074551542,False
34,0.26176538322758863,True
