step,reward,done
0,4.797792607202164,False
1,4.837379830572143,False
2,4.80972465459277,False
3,4.784100301968577,False
4,4.80825497608266,False
5,4.801949846538003,False
6,4.836532211132624,False
7,4.8266647761390065,False
8,4.762627549593503,False
9,1.5212347897618521,False
10,4.244848031625081,False
11,5.150483576751848,False
12,5.149089552450724,False
13,5.163809116343222,False
14,5.172271022095634,False
15,5.211764970569201,False
16,5.202183723535343,False
17,5.193339440953254,False
18,5.155999751379627,False
19,5.179020182250128,False
20,0.15255512821977418,True
