step,reward,done
0,5.011109513819786,False
1,5.007235436748121,False
2,5.006633387664808,False
3,5.006318190729284,False
4,5.006136359591504,False
5,5.003874342544841,False
6,5.002649055954747,False
7,4.999005693223393,False
8,4.995099932726728,False
9,4.996056423115119,False
10,4.995028702992906,False
11,4.991134694132341,False
12,4.992908367726988,False
13,5.056203915274997,False
14,5.110167245736827,False
15,5.109754011507594,False
16,0.10613005721661627,True
0,4.996113912954534,False
1,4.992269724098544,False
2,4.991631672716829,False
3,4.991486692423434,False
4,4.991240211127105,False
5,4.989034083701804,False
6,4.987935886757742,False
7,4.983899536281583,False
8,4.980168192557593,False
9,4.981402689250587,False
10,4.979773590736059,False
11,4.976297922336927,False
12,4.978386668948376,False
13,4.976748860031624,False
14,4.972717261176974,False
15,5.009598726057663,False
16,0.06929591592655576,True
0,5.01119407505079,False
1,5.0073432663811355,False
2,5.006764874523365,False
3,5.006504546760185,False
4,5.006363356565755,False
5,5.004509765045841,False
6,5.003060403773839,False
7,5.000306949856133,False
8,4.996362751295083,False
9,4.996576475088139,False
10,4.996642682062851,False
11,4.992298687829986,False
12,4.9937252215255565,False
13,4.994307302515132,False
14,4.990578128023594,False
15,4.988388028842904,False
16,-0.01502411024152121,True
0,4.989863262687707,False
1,4.9859937857410355,False
2,4.985436128263121,False
3,4.985113741168076,False
4,4.984904607301987,False
5,4.982646674221355,False
6,4.981628944103296,False
7,4.978045443576735,False
8,4.974196601522236,False
9,4.975186371970927,False
10,4.974312485244242,False
11,4.970253661063904,False
12,4.972017356893664,False
13,4.971499505515885,False
14,4.967698805752872,False
15,4.745988356989663,False
16,-0.08866417462608822,True
0,4.997726850492112,False
1,4.993799289432761,False
2,4.993249704269948,False
3,4.992933171564723,False
4,4.99262069166882,False
5,4.990121775053688,False
6,4.989083820901594,False
7,4.984883459765317,False
8,4.981097288884965,False
9,4.982486785103015,False
10,4.980880819236975,False
11,4.977089106319175,False
12,4.97943659574679,False
13,4.977698995807045,False
14,4.973426862808224,False
15,4.972909807419996,False
16,-0.17552640276099243,True
0,4.991813981145052,False
1,4.987908608273227,False
2,4.987366372158945,False
3,4.9870335169112785,False
4,4.986833035430189,False
5,4.984480547152599,False
6,4.983355469620901,False
7,4.9793023937974805,False
8,4.975607048717857,False
9,4.976852760354565,False
10,4.975257663085368,False
11,4.971436635494032,False
12,4.973796998204683,False
13,4.972414826301965,False
14,4.968236472371517,False
15,5.003319737577553,False
16,0.058508501289179296,True
0,5.006169263735715,False
1,5.002255750037965,False
2,5.001680789492718,False
3,5.001394111397064,False
4,5.001164489594768,False
5,4.999054181514795,False
6,4.997526282108153,False
7,4.994592370305557,False
8,4.990583397723793,False
9,4.991109563619695,False
10,4.9906730020503405,False
11,4.986513372449364,False
12,4.988168491271292,False
13,4.988351103419717,False
14,4.753105569002435,False
15,4.932884488926601,False
16,0.11457304644242934,True
0,4.986133824271891,False
1,4.9822831752050405,False
2,4.981679944535127,False
3,4.981351027561331,False
4,4.981193886257135,False
5,4.979083116475696,False
6,4.977987444203676,False
7,4.974257377771645,False
8,4.970584835319354,False
9,4.97142846388571,False
10,4.97048809534718,False
11,4.966766732708857,False
12,4.968260355341978,False
13,4.967836125716826,False
14,4.552660492073335,False
15,4.907537698463914,False
16,0.04293972249936362,True
0,5.001445024178297,False
1,4.997544865173401,False
2,4.996973381854874,False
3,4.996693347317459,False
4,4.996412635258376,False
5,4.993807333022408,False
6,4.993024715695367,False
7,4.988516843495239,False
8,4.984792487205766,False
9,4.986504386472665,False
10,4.9847153228098575,False
11,4.980461660601201,False
12,4.983350095570224,False
13,4.98133653933818,False
14,4.976619105573648,False
15,4.977050995198898,False
16,-0.1610588570446695,True
0,5.0011573318811084,False
1,4.997284714258709,False
2,4.9966808418339195,False
3,4.9963622519846895,False
4,4.996066215131654,False
5,4.993668635597636,False
6,4.992534744753783,False
7,4.988299529997301,False
8,4.98460433369734,False
9,4.985895569273227,False
10,4.9841545613570934,False
11,4.980614260892929,False
12,4.982976143501618,False
13,4.981054207943927,False
14,4.976825612637123,False
15,4.691664019708602,False
16,-0.08067259333203605,True
