step,reward,done
0,4.771848359115046,False
1,4.835195803981682,False
2,4.784350283697052,False
3,4.776670079466222,False
4,4.818269023157535,False
5,4.759738636101721,False
6,4.814287387441063,False
7,4.8241367095656935,False
8,4.7889235116876865,False
9,1.3623692222652979,False
10,1.3417902922854057,False
11,3.436862528378968,False
12,4.3991368628350855,False
13,4.523300776150147,False
14,4.4943432964738825,False
15,4.512099589087313,False
16,4.559519725097378,False
17,4.183948624909384,False
18,4.412129961370167,False
19,3.0836169535301927,False
20,4.041769421392458,False
21,4.306920373537866,False
22,4.323238865887322,False
23,4.292872573238606,False
24,4.368298374876997,False
25,4.300837992278826,False
26,4.0246101431851855,False
27,3.658230867618129,False
28,3.6128211446953893,False
29,3.989042713953552,False
30,3.9845969489930044,False
31,3.951133304278268,False
32,4.035879414102597,False
33,4.060650005466829,False
34,4.148715240025467,False
35,4.116196530029759,False
36,2.503497576910543,False
37,3.895245113036263,False
38,2.531475551238823,False
39,4.091922554673783,False
40,4.509938210744438,False
41,-0.35456896826531126,True
