step,reward,done
0,4.7765942852605106,False
1,4.8399394669143225,False
2,4.789131841029516,False
3,4.781395013359797,False
4,4.823032465232843,False
5,4.764508757513351,False
6,4.819060316287271,False
7,4.8289412045907785,False
8,4.793799413436649,False
9,4.829660447121372,False
10,3.7132950781493275,False
11,3.5587232882305697,False
12,4.311586756838908,False
13,4.490068394032394,False
14,4.523422464717943,False
15,4.51959738345977,False
16,4.565528853765936,False
17,4.10011603638025,False
18,4.469381261407069,False
19,3.083127532524621,False
20,4.169265109922463,False
21,4.3944453662491725,False
22,4.416977211526404,False
23,4.388713883224376,False
24,4.016112621078362,False
25,0.6638497180644314,False
26,4.139259141457799,False
27,3.813673627933813,False
28,3.9427575707266644,False
29,4.199067364619565,False
30,4.113255222439134,False
31,2.5540668101769066,False
32,4.167781271607977,False
33,4.20864880725654,False
34,4.297688806605598,False
35,4.261891697787154,False
36,1.6417782961648353,False
37,4.079393307369542,False
38,4.319954084094741,False
39,4.313858109082684,False
40,4.333569279163525,False
41,4.305774648135178,False
42,3.9297908462632978,False
43,4.5128395703524,False
44,4.490454307788436,False
45,-0.5605354488354284,True
