step,reward,done
0,4.767279861562917,False
1,4.830568276663235,False
2,4.779723659314778,False
3,4.77205639178442,False
4,4.813632644370095,False
5,4.755169381241586,False
6,4.809698791270895,False
7,4.819611214115323,False
8,4.784254090495644,False
9,4.820335767160888,False
10,1.8899126107082993,False
11,3.396245291119122,False
12,4.26810780916812,False
13,4.4834595620201885,False
14,4.47242299908249,False
15,4.49822018725774,False
16,4.574432758036117,False
17,4.075038520029984,False
18,4.460268222897902,False
19,3.838163667611009,False
20,4.024143184341812,False
21,4.3138793877341906,False
22,4.343639756906638,False
23,4.290947040579706,False
24,4.366347165053727,False
25,1.6653364282710705,False
26,3.9719646556245287,False
27,3.731754401699207,False
28,3.9319670639370354,False
29,4.0244137069071275,False
30,4.060532600899921,False
31,4.115802025912749,False
32,3.919916002531605,False
33,4.085409732401878,False
34,4.256752802594917,False
35,4.231130109557768,False
36,4.231986774552299,False
37,4.203752818216667,False
38,2.5546173821077227,False
39,3.7575599487051843,False
40,4.361449995809251,False
41,4.472416282465861,False
42,-0.547726377812414,True
